wolof_word,word_type,english_meaning,wolof_phrase,english_phrase
ñimantalu,v,to eat (slowly),Nimantalu baaxut,To eat slowly is bad
ñisabu,v,to snival,Danga bugga ñisabu torop,You like sniveling too much
ñoom,isp,them,Dem naa ak ñoom ci alla bi,Iwent with them to the bush
ñor,va,"to be cooked, ripe",Mange yi ñor neñu,The mangoes are ripe
ñu,cpt,we/they,Ngela ňu dem Fajaara,Let us go to Fajara
ñulug,v,"to add water, instigate, To that which is cooking in a pot..",Nulug na sauce bi,She has added water in the sauce
ñun,isp,we,Nun aay mbokka leñu,We are relatives
ñuul,n,black,,
ñuum-ñuutu,v,"to be restless, to wriggle",Mungee ñuut ñuuti ci trogn bi,It is wriggling on the chair
ñuus,v,to beat,Dinaa ko ñuus,I will beat him
ñuux,v,to stuff,Nuux alma witeen ci suma ñoppa bi,Stuff some cotton in my ear
ñuxeeku,va,to be be unstuffed,Loolu dafa ñuxeeku,That thing is unstuffed
ñuxi,v,to unstuff,Bul ñuxi yere yi,Don't unstuff the clothes
ñuxit,n,"unstuffed, Material, edible items etc..",Lii nuxiti mbuuru la,This is unstuffed bread
naaleeku,n,splay one's legs open,,
naamam,n,jaw,Naamam bee neewi,His jaw is swollen
ŋaan,v,"to take abite, be lazy, be stingy",Ma ŋaan ci maango bi,I took a bite of the mango
naan,v,to open one's mouth,Musaa daf dee naan buy nelaw,Musa opens his mouth while sleeping
naapeeku,v,"to splay one's legs open, be opened",Buubangi naapi bunta bi,Buuba has opened the door
naaw,v,to cover (the face),Foo ko gis mungi naaw,"Whereever you see her, her head is covered"
napati/nopati,v,to take a bite,Ma napati ci maango bi,I took a bite of the mango
ņas,v,to have measles,,
ņas,n,measles,Jas ci xale yi la dee bari,Measles is usually common in children
naw-nawi,n,loud talk,Lutax ngeen dee naw-nawi tusuur,Why do you(pl) usually talk loudly always
óbbëli,v,to to yawn,Xaj bangee obbëli,The dog is yawning
Jeeteeku,v,"to wipe, t, The anus with paper or tissue paper",Man miinuma ñeeteeku,I am not use to wiping my anus with tissue paper
Jeeteekukaay,n,toilet paper,Kamabi amul neeteekukaay,The toilet has no toilet paper
Jeeti,n,"rip off, Take money from someone by tricks..",Dafa neeti ŋan bi,she ripped the guest off
net,v,to graw,Jenax yi net neñu kubeeri carton bi,The rats gnawed off the lid of the coox
óf,v,"to put out, extinguish, fan",Duñu muna lekka ñam bi su ko ófut,We cannot eat food is we don't fan it
og,v,to lift up(a garment),Bul og sa sipa bi,don't lift up your skirt
ogosu,v,to adjust,Tubey am bi dafa rey moo tax muy ogasu,His trouser is big thats why he is adjusting
niiroo-naaroo,v,"to quarrel, argue",Niiroo-naaroo baaxut digante ay dekandoor,to quarrel is bad between neighbours
olbati,v,to turn,Faatu dafa olbati mbubaam mi,Fatou has turned her dress
olof,n,wolof,Jabari olof laa bugga bii yoon,I want a wolof wife this time
ómba,va,"to be together(in piece of clo), be pregnant",ómba naa suma yereyi pur foót,I have gathered my clothes for laundry
onka,v,to moan,Yangee onka kom ku biir,You are moaning like a pregnant person
on,v,to strike on the head,On na ko bu baax,He struck him in the head very hard
00,v,to call,Oo naa ko waay ouyu wuma,I called her but she didn't answer me
ooda,v,"to clothe, to wrap oneself with a piece of cloth around the waist..",Duma la ooda leegi,Now I will not wrap it around you
ooga,n,lump,Rotal fa ooga bi,Drop the lump in there
ooka,v,to scratch,janxa bangi may ooka,The girl is scratching me
ookatu,v,"to scratch, to scratch oneself",Mangee ookatu rek.,Iam only scratching myself
oólu,v,to trust,Samba oólu na borom bitik bi,Samba trust the shop keeper
oom,va,"to be abundant, plenty",Lii dafa fi oóm,This is plenty here
óom,n,knee,Suma óom bi dafa rexa,My knee is dislocated
oomba,v,to hem,Ne ko mu oombal ma ko,Tell him to hem it for me
noobi,v,to grimmace,Dafa ko noobi be ñu tasee,He grimmaced at her when they met
nooleeku,n,splay one's legs open,,
noos-noos,n,hoe,Nga jendal ma noos-noos ci marse bi,You buy a hoe for me at the market
noos-noosi,v,to hoe,Suma tool bi war naakoo noosi-noosi,I should hoe my farm
noota,va,"to be stingy, be tight fisted",Sa jëkkar dafa noota,Your husband is stingy
oopa,va,"to be sick, illness",Doctor be ne xale bi dafa oopa,The doctor says that the child is sick
oor,v,to keep fast,Ilimaan bi ne ñu oor tey,The Imam says that we should fast today
oor,n,"jewelry, gold",Suma jaaruyi oor piir leñu,My rings are pure gold
oór,va,to be save,Defal lu oór nga noppalekku,Do something save and be at ease
oote,n,"call, elections",Dinaa sani karta su soote jote,I will vote if elections are due
ooyi/oy,v,"to skim, scrape",Ooyi na feewe bi,She has skinned the cream
oppa,v,to fan,"Oppa ma, dama taangaay","Fan me, I am hot"
óppa,va,"to be be too much, be in excess",Lii dafas oppa,This is too much
oppal,va,to be too much,Dafa dee oppal,She's usually too much
or,va,"to be betray, dosappointment",Mbindaan mi daf ma or,the maid has disappointed me
ordasawel,n,bleach,Duy ordasawel yeream yi,She doesn't bleach her clothes
orkat,n,betrayer,Waajii orkat la,This man is a betrayer
os,n,grate,Sijeer bangi ci os bi,The cooking pot is on the grate
oto/woto,n,"vehicle, car",Sa oto bi dafa rafet,Your car is nice
otoraay,n,train,Otoraay biimooy dem be Mali,this is the train that goes up to Mali
otu,v,to avoid,"Otu ko, dafay gaane","Avoid it, it hurts"
ów,v,"to frame, mount",Mungee ów teéreém yi,He is mounting his amulets
oy/ooyi,v,to skim,Dafa oy deri concom bi,She's scrapped the skin off her elbow
oyof,va,"to be light, be weightless",Xeer yii dañu oyof,These stones are weightless
oyofal,v,"to lighten, make easy",Bi mu jeebaloo la oyafal kanam gi,His face lightened as he apologised
paa,n,"father, old man, child's word for father",Paa bi dafa bari wax,The old man talks a lot
paaka,n,knife,Saani ma sa paaka bi,Throw your knife to me
paal,va,to be fade,Piis bii dafa paal,This fabric is faded
paan,n,pan,Abal ma sa pan bi,Lend me your pan
paar,n,part,Jox neñu ma suma paar,They have given me my part
paas,n,fare,Joxal paas bi aparante bi,Give the fare to the aparentise
paase,v,to iron,Paase naa suma mbuba mi,I have ironed my shirt
paase,va,to be past,Ciwoom demba paase na,What happened has passed
pajaas,n,straw mattress,Pajaas la buga tek ci kowlal bi,It is a strawmatress that I want to put on my bad.
pajale,v,to pack,Pajaleh naa be pare,I have already packed
paka,v,to snatch,Saa yuma amee dana nga paka ko.,"Whenever I have something, you snatch it."
paket,n,packet,Jay ma bena pakeeti sukur.,Sell me one packet of sugar.
palaale,n,bridesmaid,Binta aay neka suma palaale.,Binta will be my bridesmaid.
palaas,n,"place, space",Palaas amut ci nëk bi.,There is no space in the house.
palaase,v,to place,Fii laa palaase xar mi.,I placed the sheep here.
palansoor/palasoor,n,umbrella,Palansoor am na njeriň bu dee taw.,An umbrella is very useful when the rain comes.
palanteer,n,window,Am nga palanteer bu dégér.,You have a strong window.
palastig,n,plastic,Jendal ma daali palastig.,Buy plastic shoes for me.
palto,n,"coat, jocket",palto lay ñawlu pur xew gi.,He is making a coat for the ceremony.
panka,va,to be precocious,Daado ku panka la.,Daado is a precious child.
panket,n,pancake,Sa panket bi neex na.,Your pancake is sweet.
pañe,n,basket,Jox ma pañe bi.,Give me the basket.
paņas,v,to poke(one's forehead),Dinaa la paņas.,I will poke you.
papa,n,"father, daddy",Sa papa am na ňeti jabar.,Your father has three wives.
paree,n,"dressing well, preparation, preparing, state of being well dressed",,
paree,v,"to prepare, get ready, dress well",,
paree,va,"to be ready, prepare, be finished",Leka naa be pare.,I have finished eating.
pareel,v,to prepare(for),Jigeen ñi pare neñ pur xow bi.,The women are ready for the ceremony.
parepaare,n,prepare,,
parti,n,section,,
pas,n,"amulet, a knot, tie in a knot",Jelal pas yi nga deñaa leen.,Take the amulets and keep them.
pat,n,gum boil,Dafa am pat.,He has a gum boil.
pata,n,"one eyed, odd",Nijaayi sohna pata la.,Sohnas uscle is one eyed.
pataat/pataas,n,sweet potato,Jendal ma pataat bu xaaraan.,Buya raw potato for me.
patron,n,boss,Seen patron xajaankat la.,Your boss is a show off.
pax,n,"hole, pit, drain",Gasal pax mu yaa.,Dig a wide hole.
pedaal,n,pedal,Xaw ma ni now pedalee welo.,I don't know how to pedal a bicycle.
peel,n,"spade, shovel",Njegi peel dafa yokku.,The price of a spade has increased.
peepa,n,"seed, grain",peepa yii duñu doy.,These grains won't be enough.
peer,n,pair,Jel neñu suma peeri daala bi.,They took my pair of shoes.
peese,n,tide,Peese baa ñu dogaatłe.,We were cut off by the tide.
peese,v,to weigh,Dineñu peese gerte ren.,They will weigh groundnuts this season.
penca,n,"bantaba, Village meeting place.",Mak ñangi took ci penca mi.,The elders are sitting at the bantaba.
pengu,n,pin,Jaay ma bena pengu.,sell me one safety pin.
penku,v,to inject,,
penku,n,"vaccinate, east",Jumaa jangi jublu ponku.,The mosque is facing east.
pentuur,v,to paint,Paintuur bu weex rafet na.,White paint is beautiful.
peñe,n,"to comb, a comb",Suma peñe bi dafa reer.,My comb is lost.
perewere,va,to be transparent,Ride bi dara perewere.,The curtain is trasparent.
peron,n,veranda,Seen preon bi dina daanu leegi.,Your veranda will soon fall.
pexe,n,"trick, an idea, way",Jigeen dénu bari pexe.,Women are full of ideas.
pey,n,"payment, salary, wages",Jotnaa suma pey.,I have received my payment.
picca,n,bird,Seetal pices mi nimuy naawee.,See how the bird flies.
picca-picca,n,"pimple, prickly heat",Mangee fexe ni may geeneeyee picca-picca yi.,I am trying to take out these pimples.
piir,va,to be pure,Lami xaalis pur laa sol.,I am putting on the pure silver bangle.
piir,adj,pure,,
piis,n,"fabric, cloth",Nawal ma piis bii.,Sew this fabric for me.
piis,v,to wink,Lutax nga piis sa bot bi?,Why are you winking your eye?
piitu,v,"eying, look, look one thru the corner of the eye",Yange piitu sa xarit bi.,You are eying your friend.
piix/fiix,va,to be airy,Fii dafa pux pur noppaleku.,It airy here for a resting.
pikiir,v,to inject,Doctor bi pikiir na ma bepare.,The doctor has already injected me.
pil,n,hen,Pil bangee nen ci waaň bi.,The hen is laying eggs in the kitchen.
piliyaan,n,hammock,Xale du too ci piliyaan.,a child doesn't sit on a hammock.
pitax,n,pigeon,Xaleya nge jenda pitax.,The children are buying pigeons.
piya,n,pear,Dogal ma ci piya bi.,Cut part of the pear for me.
po,n,"play, game",Neñ seetaani po mi.,Lets go and watch the game.
pól,n,fula,"Pól bi dafa muus,",The Fula is wise.
pól,v,to come out suddenly,Bi jaan ne pól ken desuk fa.,When the snake came out suddenly no one stayed around.
polis,n,police,Saca bi yobu neñu ko polis.,The thief has been taken to the police station.
politig,n,politics,Ken du ko muna dugga ci polotig.,No one can involve her into politics.
pom,n,apple,Pom baax na ci wer gu yaram.,Apples are good for your health.
pomax,v,to shove,Bi mu ma pomaxee laa daanu.,I fell when he shoved me.
pompe,n,"tap, stand-pipe, running water tap, pump",Rootal ma ndox ci pompe bi.,Get me some water from the pump.
pompiteer,n,potatoes,Kilo pompiteer dafa seer torop.,A kilo of potatoes is very expensive.
ponta/daaj,n,nail,Saanil ponta bi bala mu ku gaan.,Throw the nail away before it hurts her.
poñit,n,"firewood, these are scraped off wood used for starting a fire",Mey ma poñit ngir yalla.,Give me firewood please.
poobar,n,black pepper,Poobar bi safut.,The black pepper is not hot.
pooj,n,"thigh, drum stick",Lii pooj la.,This is a drum stick.
pooj,v,to dance,Ki poojkat bu mag la.,She is a great dancer.
pooro,n,leek,Duñuy tooga pooro.,We don't cook leek.
poos,n,"pocket, purse",Suma poos bi amut dara ci biir.,My pocket has nothing in it.
poose,v,to fix,Dama buga poose lal bi.,I want to fix the bed.
póot,n,laundry,Póot mi setut.,The laundry is not clean.
poótit,n,soap water,Bul tuur potit bi fii.,Don't pour soap water here.
porom,n,bronze,Lamam bi porom la.,His bangle is made of bronze.
pot,n,"cup, can, tin",Jox ma pot bi ma naan ndox.,Give me the cup to drink water.
potopoto,adj,"clayish, muddy",,
potopoto,n,mud,Kër gi dafa am potopoto.,The compound has mud.
poxotaan,n,arm pit,Sa poxtaan bangee xeeň.,Your armpit is smelling.
pukus,n,store,Maalo maangi ci pukus bi.,The rice is in the store.
pullox,n,maniac,Xamut luy pullox.,She doesn't know what manioc is
pur,prep,"for, to",Jenda naa saabu pur foot.,I bought soap for laundry.
pursa/pusó,n,needle,Masin bi amut pursa.,The machine has no needle.
purux,n,throat,Bos na puruxam bi.,He pressed his throat.
put,n,gullet,Liir bi put bu ndaw la am.,The baby has a small gullet.
puup,n,"feaces, stool, defecation",Tuur leen puup bi ci pax bi.,Pour the feaces in the hole.
puup,v,to defecate,"Gej naa puup, dama seere.","I haven't defacated for long time, I am constipated."
puus,v,to push,Dimbalema puus xeer bii.,Help me push this stone.
raaba,v,to weave,Raaba meeti na.,To weave is difficult.
raabakat,n,weaver,Raabakat bi gaawut ci legeey am.,The weaver is slow with his job.
raaca,v,to spread,Dinaa ko raaca ci pallat bi.,I will spread it on the plate.
raacu,va,to be spread,Racuwut bu baax.,It is not well spread.
raaf,va,to be finished,Taati mango bi raaf na.,The mango tree is finished.
raaga,va,"to be depreciate, be haggered",Mariyaama dafa raaga torop.,Mariam is very haggered.
raam,v,to crawl,Dafaa janga raam.,He is learning to crawl.
raañe,v,"to distinguish, to recognise",Mun uma raañe siix yi.,I cannot distinguish the twins.
raax,v,to plaster with cement/mud,Dama buga raax nëk bi ak siment.,I want to plster the house with cement.
raay,v,"to rub, skid (lightly)",Raay ko ndanka.,Rub it genlty.
rab,n,animal,Rab yu bari nekka a aala bi.,There are many animals in the forest.
raf,v,"to tickle, twinkle",Sa bot bangee raf.,Your eye is twinkling.
rafet,va,"to be nice, beautiful",Jabar bu rafet laay taka bii yoon.,I will marry a beautiful wife this time.
ragal,va,"to be affraid, be frightful",Dafa ragal goroom.,She is afraid of her in-law.
ragga,v,to scrub,Ragga ko be mu set.,Scrub it until its clean.
raj,v,to end,Sabar gi dina raj leegi.,the drumming will end soon.
rajo,n,radio,Suma rajo bi dafa paan.,My radio is faulty.
rakka,n,younger(sibling),Bena rakka bu goor nga am.,You have one younger brother.
randal,v,"to remove, move",Dimbalel Omar mu randal taabul bi.,Help Omar to move the table.
randalkat,n,thief(slang),Randalkat bu mag la.,He is a big thief.
randu,v,to move(to the side),Waxal paa bi mu randu.,Tell the old man to move.
rapaas,n,servant,Kooku suñu rapaas la won.,That person was our servant.
ras,v,"to gather, frown(face), pleat",Yangi ras sa kanam gi.,You have frowned your face.
rasu,va,to be gathered,Dina rasu su kanamee.,It will be gathered later.
raw,v,to drown,Xalebi dina raw ci biir gée gi.,The child will drown in the sea.
rawal,v,"to smuggle, make escape",Rawal neñu garab yi ci biir géej gi.,
ree,v,to laugh,Dinaa ree ca kow.,I will laugh loudly.
reega,va,to be full,Leeka na be reega.,He has eaten to his satisfaction.
reelu,n,funny,Waajii ku reelu la.,This man is funny.
reen,n,"roots, this year",Reen yi ci garap gii deger uñu.,The roots of this tree are not strong.
reendi,v,to slaughter,Kaay rendi xar mi.,Come slaughter the sheep.
reer,n,dinner,Xaaral reer Samba.,"Samba, wait for dinner."
rees,n,liver,Du maa leeka res.,I don't eat liver.
rees,v,"to digest, unswell",Maalo minga leeka diña rees.,The rice you ate will digest.
reew,va,"to be rude, be impudant",Xale bii dafa reéw.,This child is rude.
reécu,v,to regret,Reécu naa li tax dem uma saabiji.,I regret why I didn't go to Saabiji.
reér,va,to be lost,Daala yi deñu reér.,The shoes are lost.
reéral,v,to lose,Mbindaan mee reéral caabi yi.,The maid lost the leeys.
reéw,n,country,Gambia reéw mu naat la.,Gambia is doing well.
rek,adv,only,Jox ma bena sondeel rek.,Give me one candle only.
ren,n,this year,Suma maam dina aji maaka ren.,My grand mother will go to pilgrimage this year.
rew,n,"stripes, stretch marks",Yangi am rew ci sa yaram bi yep.,You have strectch marks all over your body.
rey,v,"to kill, slaughter",Oo al buuse bi mu rey nak bi.,Call the butcher to kill the cow.
réeba,va,to be loose,,
résëñ,n,"grape, current",Reseň dafa seer fi.,Grapes are expensive here.
réy,va,"to be large, big",Suma tu bëy bi dafa réy torop.,My trousers are too big.
rëbba/robba,v,to hunt,Dinaa robba ay pica.,I will hunt birds.
rëcca,v,to escape,Sacca ba angi bugga recca polis yi.,The thief wants to escape from the police.
rëdda,n,"a strip, a line",Rëdda bi jubbut.,This line is not straight.
rëdda,v,"to write, make a line",Munuta réddamu job su jellut banta.,He cannot draw a straight line without a ruler.
rëkka,v,to hit(on the back),Ustaas rekka nama ci ganaaw.,My Arabic teacher hit me on my back.
